goodreads_id,title,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_no_of_books,author_followers,original_title,all_contributors,number_of_editions,currently_reading,to_read,first_published_date,publisher,no_of_papers,book_type,is_translated,translator,main_genre,sub_genre
56299305,خبايا إسطنبول,2017-04-17,0,0,0.0,0,0,0,0,0,عبد القادر زينو,5,2,خبايا إسطنبول,عبد القادر زينو,1,0,0,2019-01-01, دار القلم,88.0,Paperback,False,,Novels,Novels
50711453,أنياب رمادية,2020-01-24,20,8,4.6,14,4,2,0,0,أحمد مجدي جلال,6,23,أنياب رمادية ,أحمد مجدي جلال,1,0,32,2020-01-24,"january 24, 2020",239.0,Paperback,False,,Novels,Novels
75539626,صباح الخير أيها العالم,2020-01-01,1,1,3.0,0,0,1,0,0,وسام جنيدي,3,5,صباح الخير أيها العالم,وسام جنيدي,1,0,0,2020-01-01,"january 1, 2020",108.0,Paperback,False,,Novels,Novels
29761519,بيبرس أول السلاطين الشراكسة,2016-03-01,13,4,3.54,5,2,3,1,2,محي الدين قندور,20,66,بيبرس أول السلاطين الشراكسة,"محي الدين قندور,محمد أزوقة (المترجم)",1,1,51,2019-01-01, المؤسسة العربية للدراسات والنشر ـ بيروت,376.0,Paperback,False,,Philosophy,Philosophy
57058365,خيوط الانطفاء,2020-11-02,5,3,4.0,3,1,0,0,1,أيمن مارديني,3,6,خيوط الانطفاء,أيمن مارديني,1,0,6,2019-01-01, رياض الريس للكتب والنشر,261.0,Paperback,False,,Fiction,Fiction
50712073,خريطة من لحم بشري,2020-01-01,0,0,0.0,0,0,0,0,0,رضوى العطار,2,0,خريطة من لحم بشري,رضوى العطار,1,0,0,2020-01-01,"january 1, 2020",239.0,Paperback,False,,Fiction,Fiction
55319258,أنياب القديس,2019-01-01,6,2,2.17,0,2,0,1,3,روبير الفارس,12,12,أنياب القديس,روبير الفارس,1,2,16,2019-01-01, روافد للنشر ز التوزيع,268.0,Paperback,False,,Novels,Novels
56777983,بقاء,2020-01-01,174,28,3.93,76,46,26,15,11,نورهان أبو بكر,2,128,بقاء,نورهان أبو بكر,2,30,599,2020-01-01,"january 1, 2020",239.0,Paperback,False,,Novels,Novels
7687365,شرق عدن,1952-01-01,497072,25169,4.4,291457,135807,51599,12543,5666,John Steinbeck,584,208,East of Eden,"John Steinbeck,جون شتاينبك",468,23500,567000,2019-01-01, المكتبة الحديثة للطباعة والنشر,207.0,Mass Market Paperback,False,,Novels,Novels
56751970,طلقة كارلوس,2020-11-01,0,0,0.0,0,0,0,0,0,ناصر المعيلي,2,2,طلقة كارلوس,ناصر المعيلي,2,0,0,2019-01-01, الدار العربية للعلوم ناشرون,662.0,Paperback,False,,Novels,Novels
35139439,مــن نــص الأســطــورة إلى أسطورة النص,2017-01-01,1,0,4.0,0,1,0,0,0,علي جعفر العلاق,23,15,مــن نــص الأســطــورة إلى أسطورة النص,علي جعفر العلاق,1,1,5,2019-01-01, دار فضاءات للنشر والتوزيع,170.0,Paperback,False,,Novels,Novels
50608924,لطالما عشنا في حصن,1962-09-21,183074,20884,3.96,59454,71404,39476,10079,2661,Shirley Jackson,282,7775,We Have Always Lived in the Castle,"Shirley Jackson,شيرين هنائي (Translator)",173,6170,276000,2019-01-01, الرواق للنشر والتوزيع ,226.0,Paperback,True,شيرين هنائي,Fiction,Fiction
36762387,جميلة,1958-01-01,6884,820,3.88,2023,2648,1674,435,104,Chingiz Aitmatov,139,743,جميلة,"Chingiz Aitmatov,جنكيز ايتماتوف,هڤال يوسف (Translator)",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,True,هڤال يوسف,Fiction,Fiction
50998341,أشباح هيل هاوس,1959-10-16,250895,23779,3.83,73874,89214,63148,19485,5174,Shirley Jackson,282,7775,أشباح هيل هاوس,"Shirley Jackson,شيرين هنائي (ترجمة)",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,True,شيرين هنائي,Fiction,Fiction
11029087,الوشيجة,1959-01-01,3914,105,4.11,1495,1521,737,138,23,Henry Miller,391,4465,Nexus,"Henry Miller,هنري ميلر,خالد الجبيلي (مترجم)",91,69,4475,2019-01-01, دار ورد,400.0,Paperback,False,,Novels,Novels
56359407,لا تأكل بمفردك,2005-01-01,47025,1837,3.84,15773,14891,11153,3618,1590,Keith Ferrazzi,27,327,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi,74,4411,105000,2019-01-01,  عصير الكتب للنشر والتوزيع,432.0,Paperback,False,,Nonfiction,Nonfiction
50994878,ملعب الأموات,2020-01-24,22,5,4.05,9,8,3,1,1,أحمد مجدي جلال,6,23,ملعب الأموات,أحمد مجدي جلال,1,0,22,2019-01-01, المجموعة الدولية للنشر والتوزيع,239.0,Paperback,False,,Novels,Novels
51556359,حكاية ارثر جوردن بيم,1838-07-01,10841,1137,3.51,2028,3522,3596,1323,372,Edgar Allan Poe,6638,236,حكاية ارثر جوردن بيم,"Edgar Allan Poe,ميسره الدندراوي (Translator )",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,True,ميسره الدندراوي,Literature,Literature
60644203,قراءة امرأة,1996-10-01,1,0,1.0,0,0,0,0,1,صلاح ستيتية,2,0,Lecture D'Une Femme,صلاح ستيتية,1,0,0,2019-01-01, دار النهار,107.0,Paperback,False,,Fiction,Fiction
52058711,نوفاتيرا,2020-01-01,92,11,2.07,4,11,15,19,43,حسن الحلبي,14,168,نوفاتيرا,حسن الحلبي,3,0,44,2020-01-01,"january 1, 2020",173.0,Paperback,False,,Novels,Novels
17230980,العدامة,2000-01-01,1266,133,3.63,305,441,334,122,64,تركي الحمد,15,464,العدامة,تركي الحمد,8,51,1163,2019-01-01, دار مدارك للنشر,388.0,Paperback,False,,Novels,Novels
59687733,عين الهدهد,2019-01-01,45,12,3.8,12,19,8,5,1,منتصر أمين,7,74,عين الهدهد,منتصر أمين,2,4,55,2019-01-01,"january 1, 2020",239.0,Paperback,False,,Novels,Novels
26214884,كلمة الله,2015-01-01,3562,694,3.91,1292,1196,690,238,146,أيمن العتوم,29,118,كلمة الله,أيمن العتوم,9,282,6046,2019-01-01, المؤسسة العربية للدراسات و النشر,251.0,Paperback,False,,Novels,Novels
52690860,إلي الله.. رحلة في خمسة أيام,2020-01-20,65,4,4.22,34,19,6,4,2,أمير منير,3,49,إلي الله.. رحلة في خمسة أيام,أمير منير,1,21,89,2019-01-01, الرواق للنشر و التوزيع,207.0,Paperback,False,,Novels,Novels
31920630,على قيد الموت,2016-09-01,4,0,4.5,2,2,0,0,0,عمر فارس أبو شاويش,1,0,على قيد الموت ,عمر فارس أبو شاويش,1,0,11,2019-01-01, بيت الياسمين للنشر والتوزيع,239.0,Hardcover,False,,Novels,Novels
28194566,المستنقع,1997-01-01,383,37,3.96,126,146,83,24,4,حنا مينه,56,669,المستنقع,"حنا مينه,Hanna Mina",3,15,606,2019-01-01, دار الآداب,303.0,Paperback,False,,Novels,Novels
52259014,هي لعبة مؤذية,2020-01-01,14,3,3.57,4,4,4,0,2,مهاب عارف,2,17,هي لعبة مؤذية,مهاب عارف,1,1,27,2019-01-01, al rewaq publishing,366.0,Paperback,False,,Fiction,Fiction
20950751,كانت السماء زرقاء,1996-01-01,68,18,3.66,21,19,17,6,5,إسماعيل فهد إسماعيل,40,587,كانت السماء زرقاء,إسماعيل فهد إسماعيل,3,6,248,2019-01-01, دار المدى,126.0,Paperback,False,,Fiction,Fiction
50957672,حكم نهائي,2020-01-22,90,21,4.18,36,37,14,3,0,Mohab Targam,3,213,حكم نهائي,Mohab Targam,2,2,95,2019-01-01, الرواق للنشر والتوزيع,288.0,Paperback,False,,Novels,Novels
35782857,العيش في منطقة حدودية,2008-01-01,0,0,0.0,0,0,0,0,0,ساير المسباح,5,0,العيش في منطقة حدودية,ساير المسباح,1,1,2,2019-01-01, كتابنا للنشر,272.0,Paperback,False,,Nonfiction,Nonfiction
51002195,كوتار,2020-01-22,19,7,4.32,12,2,4,1,0,إسلام سمير عبد الرحمن,18,24,كوتار,إسلام سمير عبد الرحمن,1,1,24,2019-01-01, المجموعة الدولية للنشر والتوزيع,143.0,Paperback,False,,Novels,Novels
50615869,حبس اختياري,2020-01-21,12,4,4.17,4,6,2,0,0,Mahmoud Hussin,3,25,حبس اختياري,Mahmoud Hussin,2,1,29,2019-01-01, الرواق للنشر والتوزيع,260.0,Paperback,False,,Novels,Novels
39698557,ان عانقتك فلا تخف,2012-04-01,1235,128,3.84,340,476,321,79,19,Fulvio Ervas,22,16,Se ti abbraccio non aver paura. Il viaggio di Franco e Andrea,"Fulvio Ervas,فولفيو إرفاس,عدنان علي (Translator)",18,35,600,2019-01-01, مشروع كلمة للترجمة، دائرة الثقافة والسياحة – أبوظبي,349.0,Paperback,True,عدنان علي,Nonfiction,Nonfiction
8596014,رأيت رام الله,1997-01-01,15928,2915,4.18,6957,5846,2422,510,193,Mourid Barghouti,25,549, رأيت رام الله,"Mourid Barghouti,مريد البرغوثي",31,1565,25600,2019-01-01, دار الهلال - القاهرة,200.0,Mass Market Paperback,False,,Nonfiction,Nonfiction
29235426,حميد وزهرة؛ قصة حب وحلم سياسي,2016-02-01,3,2,3.0,0,2,0,0,1,روبرت سهران,1,0,حميد وزهرة؛ قصة حب وحلم سياسي,"روبرت سهران,زينة إدريس (Editor, Translator)",2,1,11,2019-01-01, الدار العربية للعلون ناشرون,271.0,Paperback,True,,Novels,Novels
31846300,الدرب المضاد,2016-05-01,2,0,3.5,1,0,0,1,0,ريم تيسير غنام,1,0,الدرب المضاد,ريم تيسير غنام,1,1,2,2016-05-01,"may 1, 2016",239.0,Paperback,False,,Fiction,Fiction
51122800-666-fm--,666 FM - المجذوبة,2020-01-22,10,1,3.5,3,2,2,3,0,رشا فوزي,5,2,666 FM - المجذوبة,رشا فوزي,1,1,2,2019-01-01, المجموعة الدولية للنشر والتوزيع,110.0,Paperback,False,,Novels,Novels
54622670,الحياة جميلة يا رفيقي,1964-01-01,952,83,4.17,422,323,164,34,9,Nâzım Hikmet,224,699,Yaşamak Güzel Şey Be Kardeşim,"Nâzım Hikmet,أحمد  مراد (Translator)",35,61,1089,2019-01-01, صفصافة,316.0,Paperback,True,أحمد  مراد,Fiction,Fiction
60813256,غرفة الإحتراق,2014-11-03,55124,3778,4.12,19697,24353,9368,1323,383,Michael Connelly,406,276,The Burning Room,"Michael Connelly,ماجد حامد (Translator)",93,4309,12500,2019-01-01, الدار العربية للعلوم ناشرون,454.0,Paperback,True,ماجد حامد,Fiction,Fiction
51002503,الطبقة الثامنة,2020-01-22,12,3,3.5,4,3,2,1,2,إسلام سمير عبد الرحمن,18,24,الطبقة الثامنة,إسلام سمير عبد الرحمن,1,0,8,2019-01-01, المجموعة الدولية للنشر والتوزيع,144.0,Paperback,False,,Novels,Novels
5999226,الغريب,1942-05-19,933804,37024,4.01,342944,342539,181734,48838,17749,Albert Camus,721,261,L'Étranger,"Albert Camus,ألبير كامو,محمد غطاس (Translator)",1821,19400,610000,2019-01-01, الدار المصرية اللبنانية,137.0,Paperback,True,محمد غطاس,Novels,Novels
59066912,أنا وزوجته,2020-11-30,0,0,0.0,0,0,0,0,0,Maryam bin Sultan,1,0,أنا وزوجته,Maryam bin Sultan,1,0,0,2019-01-01, austin macauley publishers fze,106.0,Paperback,False,,Novels,Novels
28572666,الذئاب لا تنسى,2016-01-01,32,7,3.41,4,11,11,6,0,لينا هَوْيان الحسن,16,131,الذئاب لا تنسى,لينا هَوْيان الحسن,1,3,65,2019-01-01, دار الآداب,176.0,Paperback,False,,Novels,Novels
52935703-1,الإخوة كارامازوف #1,1879-01-01,6240,638,4.31,3267,2004,721,154,94,Fyodor Dostoevsky,2956,461,Бра́тья Карама́зовы,Fyodor Dostoevsky,162,915,11900,2019-01-01, الرافدين,239.0,Paperback,False,,Novels,Novels
56232376,صندوق الأدلة الأسود,2012-11-26,56206,3406,4.14,20624,24843,9259,1120,360,Michael Connelly,406,276,The Black Box,"Michael Connelly,ماجد حامد (ترجمة)",102,4045,10900,2019-01-01, الدار العربية للعلوم ناشرون,407.0,Paperback,True,ماجد حامد,Fiction,Fiction
29235320,سر الجبل,2016-01-01,50,14,3.52,10,15,18,5,2,خالد الراجحي,13,80,سر الجبل؛ رحلة في جنبات جامعة الملك فهد للبترول والمعادن,خالد الراجحي,2,3,98,2019-01-01, الدار العربية للعلوم ناشرون,296.0,Paperback,False,,Novels,Novels
46117410,رفيقة الصبا,1944-01-01,2,0,4.0,0,2,0,0,0,سهيل الوافي (مترجم),4,8,Baalyakaalasakhi (Childhood Friend),سهيل الوافي (مترجم),2,0,16,2019-01-01, الدار العربية للعلوم ناشرون,100.0,Paperback,False,,Novels,Novels
29414393,الشيخ والبحر,1952-09-01,1041871,34064,3.8,333194,339502,237487,86343,45345,Ernest Hemingway,1126,271,The Old Man and the Sea,"Ernest Hemingway,علي القاسمي (Translator)",2865,16300,527000,2019-01-01, المركز الثقافي العربي,189.0,Paperback,True,علي القاسمي,Novels,Novels
29235377,رجل يدعى أوف,2012-08-27,860982,92694,4.37,476931,266878,88103,20636,8434,Fredrik Backman,26,596,En man som heter Ove,Fredrik Backman,235,46400,555000,2019-01-01, الدار العربية للعلوم ناشرون,317.0,Paperback,False,,Fiction,Fiction
44140150,المفقود,2018-01-01,16,4,2.63,2,1,5,5,3,كارولين اريكسون-ترجمه سامية علي,1,0,المفقود,كارولين اريكسون-ترجمه سامية علي,1,4,15,2018-01-01,"january 1, 2018",239.0,Paperback,False,,Fiction,Fiction
5781611,دفاتر التدوين: الدفتر الأول: خلسات الكرى,2003-01-01,160,22,3.1,22,36,57,26,19,جمال الغيطاني,94,1906,دفاتر التدوين: الدفتر الأول: خلسات الكرى,جمال الغيطاني,1,11,290,2019-01-01, دار الشروق,172.0,Paperback,False,,Novels,Novels
28496218,عشرون ربيعًا,2009-01-01,3,0,4.67,2,1,0,0,0,لين الوعري ، Leen Al Warie,3,171,عشرون ربيعًا,لين الوعري ، Leen Al Warie,1,0,19,2019-01-01, دار اكتب للنشر والتوزيع,134.0,Paperback,False,,Novels,Novels
35828203,كوابيس بيروت‎,2019-01-01,10,2,3.9,4,1,5,0,0,غادة السمان,75,7739,كوابيس بيروت‎,غادة السمان,1,1,27,2019-01-01,منشورات غادة السمان,360.0,Paperback,False,,Novels,Novels
29235404,ذنبي أنها أمي,2016-01-01,57,11,3.0,18,5,9,9,16,عبد الله سعيد باقلاقل,5,4,ذنبي أنها أمي,عبد الله سعيد باقلاقل,2,8,82,2019-01-01, الدار العربية للعلوم ناشرون,198.0,Paperback,False,,Novels,Novels
5781635,دفاتر التدوين : الدفتر الثاني : دنى فتدلى,2003-01-01,82,11,3.54,19,26,21,12,4,جمال الغيطاني,94,1906,دفاتر التدوين : الدفتر الثاني : دنى فتدلى ,جمال الغيطاني,1,6,191,2019-01-01, dar el shorouk,223.0,Paperback,False,,Literature,Literature
40041966,الرجوع,2016-01-19,14,2,4.0,8,2,1,2,1,Mauro Mevlud Martino,11,10,الرجوع,"Mauro Mevlud Martino,مورو مولود مارتينو,شيماء النجار (ترجمة)",1,2,52,2019-01-01, المؤسسة العربية للدراسات و النشر,377.0,Paperback,True,شيماء النجار,Biography,Biography
93785743,حروف الضباب,2019-01-01,0,0,0.0,0,0,0,0,0,unknown author,3,7,حروف الضباب,unknown author,1,0,0,2019-01-01,الدار العربية للعلوم ناشرون,133.0,Paperback,False,,Fiction,Fiction
28446159,مخمل,2016-01-19,110,25,4.0,45,35,19,7,4,Huzama Habayeb,1,0,مخمل,"Huzama Habayeb,حزامة حبايب",5,16,490,2019-01-01," المؤسسة العربية للدراسات والنشر, مكتبة كل شيء",364.0,Paperback,False,,Novels,Novels
17410494,الفلكيون في ثلثاء الموت: كبد ميلاؤس,1997-01-01,6,0,4.33,3,2,1,0,0,سليم بركات,70,240,الفلكيون في ثلثاء الموت: كبد ميلاؤس,سليم بركات,1,0,28,2019-01-01, دار النهار للنشر,240.0,Paperback,False,,Novels,Novels
32191181,شامة على رقبة الطائر,2016-01-01,19,4,2.37,0,2,8,4,5,فجر يعقوب,16,7,شامة على رقبة الطائر,فجر يعقوب,1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Novels,Novels
59072760,أنتيخريستوس,2000-01-01,1,0,4.0,0,1,0,0,0,Na (Adapter),172,121,أنتيخريستوس,"Na (Adapter),د.أحمد خالد مصطفي",1,0,2,2000-01-01,"january 1, 2000",239.0,Paperback,False,,Novels,Novels
17263301,ذهول ورعدة,1999-08-26,31835,2770,3.73,7354,12508,8771,2398,804,Amélie Nothomb,101,4407,Stupeur et Tremblements,"Amélie Nothomb,أبو بكر العيادي (Translator)",127,512,13800,2019-01-01, دار مسكيلياني للنشر,114.0,Paperback,True,أبو بكر العيادي,Novels,Novels
11415857,عندما تطمح المرأة,2008-11-06,39,4,3.1,8,8,8,10,5,سلطان الزعابي,3,15,عندما تطمح المرأة,سلطان الزعابي,2,0,35,2019-01-01, مؤسسة محمد بن راشد آل مكتوم,344.0,Paperback,False,,Novels,Novels
29098518,أفول,2016-01-01,1,0,2.0,0,0,0,1,0,فايز رشيد,14,4,أفول,فايز رشيد,2,0,0,2019-01-01, الدار العربية للعلوم ناشرون,220.0,Paperback,False,,Politics,Politics
70825427-farewell-prayer,Farewell Prayer,2008-01-01,11,3,3.0,1,4,2,2,2,كمال بركاني,3,4,Farewell Prayer,كمال بركاني,3,2,13,2019-01-01, arab scientific publishers,96.0,Paperback,False,,Novels,Novels
29235271,العطفة؛ ملحمة العشق والموت,2016-01-01,3,0,2.67,0,1,0,2,0,حسين رحيم,2,0,العطفة؛ ملحمة العشق والموت,حسين رحيم,2,0,8,2019-01-01, الدار العربية للعلوم ناشرون,136.0,Paperback,False,,Poetry,Poetry
11877724,حكاية رجل اسمه دايف,1999-01-01,31887,1199,3.91,11386,9534,8261,2192,514,Dave Pelzer,54,2736,A Man Named Dave: A Story of Triumph and Forgiveness,"Dave Pelzer,دايف بيلزر",58,667,12600,2019-01-01,  الدار العربية للعلوم ناشرون,367.0,Paperback,False,,Nonfiction,Nonfiction
57691559,الريح في أشجار الصفصاف,1908-01-01,203228,7974,4.0,76817,68392,43302,10463,4254,Kenneth Grahame,1253,565,الريح في أشجار الصفصاف,"Kenneth Grahame,زينب بني سعد (Translator)",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,True,زينب بني سعد,Fiction,Fiction
40618005,عالم يفصل بيننا,2009-01-01,2,1,2.5,0,0,1,1,0,ثريتي أومريغار,2,0,عالم يفصل بيننا,ثريتي أومريغار,2,3,1,2009-01-01,"january 1, 2009",255.0,Paperback,False,,Nonfiction,Nonfiction
43393772,قد شغفها حباً,2017-01-01,834,139,3.96,318,276,154,57,29,نردين أبو نبعة,7,443,قد شغفها حباً,نردين أبو نبعة,3,93,1829,2019-01-01, المؤسسة العربية للدار والنشر,182.0,Paperback,False,,Novels,Novels
8516545,إله الأشياء الصغيرة,1997-04-01,280013,17240,3.95,103755,94679,54793,18368,8418,Arundhati Roy,98,107,The God of Small Things,"Arundhati Roy,آرونداتی روی,طاهر البربري (المترجم)",279,15600,246000,2019-01-01, نينوى للدراسات والنشر والتوزيع,400.0,Paperback,False,,Fiction,Fiction
7456161,رسام المعارك,2006-01-01,4144,421,3.64,974,1390,1203,451,126,Arturo Pérez-Reverte,151,4702,El pintor de batallas,Arturo Pérez-Reverte,73,145,1864,2019-01-01, دار الكتاب العربي,239.0,Paperback,False,,Philosophy,Philosophy
69851989-women-of-pleasure,Women of Pleasure,2008-09-08,1,0,2.0,0,0,0,1,0,منيرة سوار,4,10,Women of Pleasure,منيرة سوار,2,4,1,2019-01-01, arab scientific publishers,200.0,Paperback,False,,Novels,Novels
55852242,لعنة الفلسطيني,2016-01-01,3,2,2.33,0,0,1,2,0,محمد عبدالله القواسمة,1,0,لعنة الفلسطيني,محمد عبدالله القواسمة,1,0,8,2019-01-01, دار ورد الاردنيى,191.0,Hardcover,False,,Novels,Novels
14744688,لنخرج ونسرق الخيول,2003-01-01,33730,4508,3.8,8850,13459,8142,2451,828,Per Petterson,33,718,Ut og stjæle hester,"Per Petterson,بير بيترسون",103,914,18500,2019-01-01, مؤسسة محمد بن راشد آل مكتوم و دار المنى ـ السويد,266.0,Hardcover,False,,Novels,Novels
7435169,لا نقاب للشمس,2008-01-01,4,1,2.25,1,0,0,1,2,رحاب ضاهر,1,0,لا نقاب للشمس,رحاب ضاهر,1,0,3,2019-01-01, دار الجديد,128.0,Paperback,False,,Novels,Novels
10713609,طفولة في بغداد على ضفاف دجلة,2008-01-01,6,1,3.33,1,2,1,2,0,فخري قدوري,2,0,طفولة في بغداد على ضفاف دجلة,فخري قدوري,1,0,29,2019-01-01, دار الحكمة,203.0,Paperback,False,,Nonfiction,Nonfiction
29235293,عناقيد الرذيلة,2016-01-01,20,1,3.45,6,5,4,2,3,أحمد ولد الحافظ,2,4,عناقيد الرذيلة,أحمد ولد الحافظ,1,0,105,2019-01-01, الدار العربية للعلوم ناشرون,222.0,Paperback,False,,Novels,Novels
16147668,فى مملكة الغيلان,2010-01-01,27,3,3.48,8,6,7,3,3,عمرو المنوفي,35,508,فى مملكة الغيلان,عمرو المنوفي,1,6,183,2019-01-01, دار رواية للنشر والتوزيع,199.0,Paperback,False,,Novels,Novels
8105039,لعبة الأسد,2000-01-06,35640,1475,4.21,15099,14378,5062,834,267,Nelson DeMille,134,6279,The Lion's Game,"Nelson DeMille,نيلسون ديميل,رشا جمال (ترجمة)",92,2198,6552,2019-01-01, الدار العربية للعلوم ناشرون,616.0,Paperback,True,رشا جمال,Fiction,Fiction
18335147,الأورجانون الجديد: إرشادات صادقة في تفسير الطبيعة,2019-01-01,1586,75,3.71,437,496,453,150,50,Francis Bacon,991,780,Novum Organum Scientiarum,"Francis Bacon,عادل مصطفى (ترجمة),فرنسيس بيكون",289,112,2915,2019-01-01, رؤية للنشر والتوزيع,351.0,Paperback,True,عادل مصطفى,Philosophy,Philosophy
55745353,نحن نعرف ما سيأتي,1979-01-01,558,67,3.71,154,192,135,49,28,Christa Wolf,149,370,Kein Ort. Nirgends,"Christa Wolf,كريستا فولف,صلاح هلال (translator)",40,17,1110,2019-01-01, دار الكرمة,160.0,Paperback,False,,Novels,Novels
29981819,فيرديدوركه,1937-10-01,15275,758,3.79,4956,5096,3120,1330,773,Witold Gombrowicz,103,833,Ferdydurke,"Witold Gombrowicz,فيتولد غومبروفيتش,أجنيشكا بيوتروفسكا (ترجمة)",95,477,10700,2019-01-01, منشورات الجمل,397.0,Paperback,True,أجنيشكا بيوتروفسكا,Novels,Novels
6444777,نكهة أنثى محرمة,2008-09-16,41,8,2.59,6,6,6,11,12,محمد المزيني,17,14,نكهة أنثى محرمة,محمد المزيني,2,3,66,2019-01-01, مؤسسة الانتشار العربي,96.0,Paperback,False,,Novels,Novels
60385232,نساء من مطر,2017-04-01,0,0,0.0,0,0,0,0,0,سميحة البلوشي,1,0,نساء من مطر,سميحة البلوشي,1,0,0,2019-01-01,  دار ملهمون للنشر والتوزيع,504.0,Paperback,False,,Novels,Novels
28782727,انتصاب أسود,2016-01-01,479,108,2.78,61,94,118,89,117,أيمن الدبوسي,5,67,انتصاب أسود,أيمن الدبوسي,2,46,787,2019-01-01, منشورات الجمل,168.0,Paperback,False,,Novels,Novels
16174863,اللجنة,1981-01-01,2911,468,3.61,591,1098,836,282,104,صنع الله إبراهيم,34,2973,اللجنة,صنع الله إبراهيم,18,106,2852,2019-01-01, دار الثقافة الجديدة,171.0,Paperback,False,,Novels,Novels
55747818,سانكا,2000-01-01,888,64,3.64,194,334,248,74,38,Zakhar Prilepin,46,100,Санькя,"Zakhar Prilepin,زاخار بريليبين,تحسين رزاق عزيز (Translator)",41,25,547,2019-01-01,  مشروع كلمة للترجمة - دائرة الثقافة والسياحة,584.0,Paperback,True,تحسين رزاق عزيز,Novels,Novels
34403674,شهادة وفاة كلب,2016-01-01,18,7,3.44,6,3,4,3,2,عبد العزيز الفارسي,12,41,شهادة وفاة كلب,"عبد العزيز الفارسي,سليمان المعمري",1,3,26,2019-01-01, مؤسسة الإنتشار العربي,310.0,Paperback,False,,Fiction,Fiction
8748395,ألف إمرأة... لليلة واحدة,2008-10-22,16,5,2.56,3,1,4,2,6,زكية القرشي,2,2,ألف إمرأة... لليلة واحدة,زكية القرشي,1,4,27,2019-01-01, مؤسسة الانتشار العربي,333.0,Paperback,False,,Novels,Novels
55747750,غرفة الهمس,2017-11-21,16893,1656,4.2,7028,6899,2412,413,141,Dean Koontz,622,336,The whispering room,"Dean Koontz,مصطفى ناصر (ترجمة)",47,4256,9501,2019-01-01, الدار العربية للعلوم ناشرون,462.0,Paperback,True,مصطفى ناصر,Fiction,Fiction
69758523,أرتيست,2006-01-01,29,7,2.93,1,7,13,5,3,هاديا سعيد,6,10,أرتيست,هاديا سعيد,4,2,36,2006-01-01,دار الساقي,358.0,Paperback,False,,Novels,Novels
21428346,سنوات الهروب,2010-01-01,14,6,2.14,1,1,3,3,6,Plinio Apuleyo Mendoza,32,27,سنوات الهروب,"Plinio Apuleyo Mendoza,بيلينيو أبوليو ميندوثا,صبرى التهامي زيدان (ترجمة)",1,3,73,2019-01-01, الهيئة المصرية العامة للكتاب ,595.0,Paperback,True,صبرى التهامي زيدان,Novels,Novels
56616218,الركن الصامت,2017-06-06,31233,3213,3.95,10291,12110,6441,1701,690,Dean Koontz,622,336,The Silent Corner,"Dean Koontz,إسماعيل كاظم (ترجمة)",63,9869,25700,2019-01-01, الدار العربية للعلوم ناشرون,374.0,Paperback,True,إسماعيل كاظم,Fiction,Fiction
13565760,كأنها نائمة,2007-01-01,371,58,3.46,83,105,106,52,25,إلياس خوري,16,532,كأنها نائمة,"إلياس خوري,Elias Khoury",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Novels,Novels
33827555,أنا شهيرة,2013-01-01,3218,389,3.7,971,1013,750,276,208,نور عبدالمجيد,15,4411,أنا شهيرة,نور عبدالمجيد,6,271,5556,2019-01-01, الدار المصرية اللبنانية,395.0,Paperback,False,,Novels,Novels
29871269,المأزق,2019-01-01,6,3,2.33,0,2,1,0,3,عامر حسين,4,2,المأزق,عامر حسين,1,0,4,2019-01-01,ektab,239.0,Paperback,False,,Novels,Novels
18885095,أنا سنية وأنت شيعي,2013-10-01,515,132,2.04,50,35,61,107,262,سارة مطر,7,145,أنا سنية وأنت شيعي,سارة مطر,2,70,1081,2019-01-01, madarek,234.0,Paperback,False,,Novels,Novels
33024295,أنشودة المقهى الحزين,1951-01-01,4775,848,3.38,654,1530,1749,642,200,Carson McCullers,135,2459,The Ballad of the Sad Café,"Carson McCullers,علي المجنوني (Translator)",100,187,4459,2019-01-01, دار مسكيلياني للنشر,96.0,Paperback,True,علي المجنوني,Novels,Novels
8163720,الحلم الجميل,2001-01-01,1451,162,3.72,364,517,411,123,36,Doris Lessing,360,2472,The Sweetest Dream,"Doris Lessing,دوريس ليسنج,محمد درويش (Translator)",58,72,1341,2019-01-01, الدار العربية للعلوم - ناشرون,472.0,Paperback,True,محمد درويش,Novels,Novels
25537442,مزرعتنا تنتصر,2015-01-01,30,8,3.43,6,9,9,4,2,حصة بن غويفة المنصوري,1,0,مزرعتنا تنتصر,حصة بن غويفة المنصوري,1,2,47,2019-01-01, جائزة الإمارات للرواية,100.0,Paperback,False,,Novels,Novels
